customer_id,month,active_days,total_sessions
571,2025-07-01,7,25
572,2024-04-01,13,45
572,2024-05-01,17,44
572,2024-06-01,8,34
572,2024-07-01,18,43
572,2024-08-01,14,43
572,2024-09-01,8,33
572,2024-10-01,16,47
572,2024-11-01,11,33
572,2024-12-01,13,36
572,2025-01-01,16,42
572,2025-02-01,10,43
572,2025-03-01,15,39
572,2025-04-01,17,46
572,2025-05-01,6,31
572,2025-06-01,7,40
572,2025-07-01,16,46
573,2024-11-01,6,23
574,2025-03-01,9,39
574,2025-04-01,6,32
574,2025-05-01,14,45
574,2025-06-01,17,42
574,2025-07-01,8,31
575,2025-03-01,8,22
575,2025-04-01,7,23
575,2025-05-01,11,38
575,2025-06-01,9,30
575,2025-07-01,13,26
576,2024-11-01,8,22
576,2024-12-01,7,29
576,2025-01-01,13,29
576,2025-02-01,5,21
577,2024-09-01,8,20
577,2024-10-01,2,13
577,2024-11-01,2,12
577,2024-12-01,4,16
577,2025-01-01,7,21
577,2025-02-01,4,11
577,2025-03-01,5,16
577,2025-04-01,6,16
577,2025-05-01,3,15
577,2025-06-01,8,25
577,2025-07-01,10,25
578,2024-06-01,14,22
578,2024-07-01,9,28
578,2024-08-01,10,35
578,2024-09-01,10,34
578,2024-10-01,4,24
578,2024-11-01,12,31
578,2024-12-01,8,23
578,2025-01-01,9,26
579,2025-04-01,14,48
579,2025-05-01,13,40
579,2025-06-01,8,31
579,2025-07-01,17,55
580,2024-11-01,17,55
580,2024-12-01,18,47
580,2025-01-01,7,42
580,2025-02-01,10,47
580,2025-03-01,12,34
580,2025-04-01,12,42
580,2025-05-01,10,38
580,2025-06-01,15,32
580,2025-07-01,14,42
581,2024-04-01,7,17
582,2024-03-01,4,21
582,2024-04-01,2,7
582,2024-05-01,5,16
582,2024-06-01,10,23
582,2024-07-01,5,16
582,2024-08-01,6,25
582,2024-09-01,9,27
582,2024-10-01,5,17
582,2024-11-01,3,16
582,2024-12-01,6,22
582,2025-01-01,7,14
582,2025-02-01,5,15
582,2025-03-01,2,14
582,2025-04-01,9,20
583,2024-05-01,5,22
583,2024-06-01,4,18
583,2024-07-01,6,13
583,2024-08-01,5,16
583,2024-09-01,5,16
583,2024-10-01,4,12
583,2024-11-01,4,8
584,2024-05-01,18,42
584,2024-06-01,13,40
584,2024-07-01,7,31
584,2024-08-01,10,30
584,2024-09-01,17,39
584,2024-10-01,16,44
584,2024-11-01,10,33
585,2024-07-01,8,21
586,2025-02-01,6,27
586,2025-03-01,10,26
586,2025-04-01,11,33
587,2024-11-01,5,14
587,2024-12-01,7,21
587,2025-01-01,10,17
587,2025-02-01,4,21
587,2025-03-01,8,21
587,2025-04-01,6,13
587,2025-05-01,4,11
587,2025-06-01,5,14
587,2025-07-01,7,22
588,2025-05-01,8,17
589,2024-03-01,9,31
589,2024-04-01,4,22
589,2024-05-01,7,23
589,2024-06-01,7,26
589,2024-07-01,12,33
589,2024-08-01,7,27
590,2024-02-01,14,45
590,2024-03-01,11,35
590,2024-04-01,9,30
590,2024-05-01,6,34
590,2024-06-01,12,40
590,2024-07-01,10,38
590,2024-08-01,17,43
590,2024-09-01,6,39
590,2024-10-01,7,40
590,2024-11-01,9,34
590,2024-12-01,10,31
590,2025-01-01,12,46
590,2025-02-01,14,40
590,2025-03-01,18,36
591,2025-03-01,9,30
591,2025-04-01,7,23
591,2025-05-01,11,26
591,2025-06-01,8,18
591,2025-07-01,10,25
592,2024-07-01,3,10
592,2024-08-01,10,21
592,2024-09-01,2,12
592,2024-10-01,10,17
592,2024-11-01,2,14
592,2024-12-01,6,22
592,2025-01-01,6,12
592,2025-02-01,7,19
593,2024-05-01,12,27
593,2024-06-01,9,27
593,2024-07-01,8,25
593,2024-08-01,5,28
593,2024-09-01,9,26
593,2024-10-01,14,32
593,2024-11-01,11,35
593,2024-12-01,10,26
593,2025-01-01,6,19
594,2024-02-01,2,10
594,2024-03-01,8,22
594,2024-04-01,9,23
594,2024-05-01,2,12
595,2024-04-01,14,42
595,2024-05-01,7,40
595,2024-06-01,11,32
595,2024-07-01,15,39
595,2024-08-01,16,30
595,2024-09-01,12,40
595,2024-10-01,12,49
595,2024-11-01,6,24
595,2024-12-01,6,32
595,2025-01-01,11,39
595,2025-02-01,14,38
595,2025-03-01,9,36
595,2025-04-01,18,49
595,2025-05-01,13,40
595,2025-06-01,13,32
595,2025-07-01,9,31
596,2024-07-01,2,17
596,2024-08-01,9,17
596,2024-09-01,9,20
596,2024-10-01,5,19
596,2024-11-01,2,18
596,2024-12-01,8,22
596,2025-01-01,8,20
597,2024-04-01,6,20
597,2024-05-01,11,28
597,2024-06-01,13,29
597,2024-07-01,8,26
597,2024-08-01,7,26
597,2024-09-01,5,24
597,2024-10-01,12,33
597,2024-11-01,9,24
597,2024-12-01,6,27
597,2025-01-01,6,21
597,2025-02-01,13,31
598,2025-01-01,6,15
598,2025-02-01,7,20
598,2025-03-01,6,18
598,2025-04-01,5,20
598,2025-05-01,10,26
598,2025-06-01,10,22
598,2025-07-01,4,18
599,2024-12-01,10,32
599,2025-01-01,12,35
600,2024-10-01,14,26
600,2024-11-01,4,13
600,2024-12-01,12,32
601,2024-07-01,9,37
601,2024-08-01,4,26
601,2024-09-01,7,17
602,2024-07-01,10,22
602,2024-08-01,10,26
602,2024-09-01,2,16
602,2024-10-01,7,16
602,2024-11-01,3,15
602,2024-12-01,2,8
602,2025-01-01,6,9
602,2025-02-01,10,20
602,2025-03-01,10,20
602,2025-04-01,6,19
602,2025-05-01,4,11
602,2025-06-01,3,14
602,2025-07-01,10,21
603,2024-04-01,4,17
603,2024-05-01,6,17
603,2024-06-01,8,25
603,2024-07-01,8,29
603,2024-08-01,2,18
603,2024-09-01,2,18
603,2024-10-01,4,17
603,2024-11-01,2,17
603,2024-12-01,5,16
603,2025-01-01,6,17
603,2025-02-01,9,21
603,2025-03-01,3,16
603,2025-04-01,10,19
603,2025-05-01,10,20
604,2024-03-01,2,13
605,2024-02-01,9,28
605,2024-03-01,4,19
605,2024-04-01,14,36
605,2024-05-01,7,27
605,2024-06-01,7,22
605,2024-07-01,7,23
605,2024-08-01,7,21
605,2024-09-01,13,36
606,2025-02-01,4,12
606,2025-03-01,6,18
606,2025-04-01,10,21
606,2025-05-01,5,19
606,2025-06-01,8,21
606,2025-07-01,3,17
607,2024-01-01,13,29
607,2024-02-01,10,24
607,2024-03-01,13,30
608,2025-04-01,15,33
609,2025-02-01,13,38
609,2025-03-01,12,37
609,2025-04-01,11,31
609,2025-05-01,13,36
610,2025-05-01,8,21
610,2025-06-01,7,17
610,2025-07-01,4,16
611,2024-08-01,12,33
612,2024-12-01,10,22
612,2025-01-01,2,15
612,2025-02-01,3,12
612,2025-03-01,4,16
612,2025-04-01,4,17
612,2025-05-01,9,24
612,2025-06-01,2,12
612,2025-07-01,2,14
613,2024-02-01,10,24
613,2024-03-01,10,23
613,2024-04-01,12,32
613,2024-05-01,10,22
613,2024-06-01,13,28
613,2024-07-01,13,29
614,2024-03-01,12,44
614,2024-04-01,15,49
614,2024-05-01,9,36
614,2024-06-01,6,40
614,2024-07-01,13,42
614,2024-08-01,12,41
614,2024-09-01,15,35
614,2024-10-01,17,34
614,2024-11-01,16,37
614,2024-12-01,11,41
615,2024-03-01,3,18
616,2024-09-01,4,14
616,2024-10-01,8,17
616,2024-11-01,7,20
616,2024-12-01,8,22
617,2024-02-01,17,52
617,2024-03-01,8,36
617,2024-04-01,9,30
617,2024-05-01,18,38
617,2024-06-01,18,47
617,2024-07-01,12,33
617,2024-08-01,18,36
617,2024-09-01,11,39
617,2024-10-01,15,41
617,2024-11-01,10,29
617,2024-12-01,8,35
617,2025-01-01,6,29
617,2025-02-01,10,37
617,2025-03-01,18,59
617,2025-04-01,6,33
617,2025-05-01,11,32
617,2025-06-01,14,36
617,2025-07-01,12,31
618,2024-04-01,10,42
618,2024-05-01,13,35
618,2024-06-01,15,35
618,2024-07-01,13,35
618,2024-08-01,15,36
618,2024-09-01,13,35
618,2024-10-01,12,46
618,2024-11-01,17,41
618,2024-12-01,16,39
618,2025-01-01,14,35
618,2025-02-01,12,42
618,2025-03-01,10,24
619,2024-08-01,5,19
619,2024-09-01,5,13
619,2024-10-01,5,19
619,2024-11-01,10,24
620,2024-08-01,14,30
620,2024-09-01,5,26
620,2024-10-01,12,31
620,2024-11-01,4,26
620,2024-12-01,14,41
620,2025-01-01,9,24
620,2025-02-01,8,24
620,2025-03-01,5,22
620,2025-04-01,14,32
620,2025-05-01,7,25
620,2025-06-01,7,18
620,2025-07-01,9,30
621,2024-02-01,8,23
621,2024-03-01,5,17
621,2024-04-01,10,23
622,2024-12-01,7,21
622,2025-01-01,9,22
622,2025-02-01,6,22
622,2025-03-01,3,9
623,2024-04-01,18,52
623,2024-05-01,13,48
623,2024-06-01,8,37
623,2024-07-01,16,42
623,2024-08-01,14,44
623,2024-09-01,10,35
623,2024-10-01,7,44
623,2024-11-01,10,31
623,2024-12-01,18,50
623,2025-01-01,13,43
623,2025-02-01,18,44
623,2025-03-01,15,41
623,2025-04-01,17,47
623,2025-05-01,6,30
623,2025-06-01,6,25
623,2025-07-01,10,50
624,2024-02-01,16,35
624,2024-03-01,8,32
624,2024-04-01,7,33
624,2024-05-01,16,35
624,2024-06-01,12,41
624,2024-07-01,13,44
624,2024-08-01,17,46
624,2024-09-01,9,28
624,2024-10-01,7,38
624,2024-11-01,10,37
624,2024-12-01,14,44
624,2025-01-01,18,44
625,2024-12-01,11,30
625,2025-01-01,14,28
625,2025-02-01,8,21
625,2025-03-01,6,23
625,2025-04-01,11,22
625,2025-05-01,13,29
625,2025-06-01,8,33
625,2025-07-01,9,27
626,2024-01-01,3,13
626,2024-02-01,8,18
626,2024-03-01,2,16
626,2024-04-01,5,14
626,2024-05-01,9,17
626,2024-06-01,8,18
626,2024-07-01,4,17
627,2024-09-01,12,35
627,2024-10-01,7,31
627,2024-11-01,18,47
627,2024-12-01,13,32
627,2025-01-01,13,37
627,2025-02-01,13,36
627,2025-03-01,15,35
627,2025-04-01,11,38
627,2025-05-01,12,40
627,2025-06-01,10,37
627,2025-07-01,17,41
628,2024-01-01,6,18
628,2024-02-01,4,18
628,2024-03-01,6,17
628,2024-04-01,3,12
628,2024-05-01,6,22
628,2024-06-01,5,9
628,2024-07-01,7,21
628,2024-08-01,8,27
628,2024-09-01,8,18
628,2024-10-01,10,26
628,2024-11-01,2,14
628,2024-12-01,9,23
628,2025-01-01,9,25
628,2025-02-01,8,19
629,2024-09-01,8,23
629,2024-10-01,7,19
629,2024-11-01,8,16
629,2024-12-01,7,18
629,2025-01-01,3,16
629,2025-02-01,6,19
629,2025-03-01,5,16
629,2025-04-01,2,15
629,2025-05-01,4,17
629,2025-06-01,2,10
629,2025-07-01,6,19
630,2024-10-01,9,24
630,2024-11-01,14,28
630,2024-12-01,9,18
630,2025-01-01,5,22
630,2025-02-01,14,37
630,2025-03-01,11,29
630,2025-04-01,9,28
630,2025-05-01,12,32
630,2025-06-01,7,27
630,2025-07-01,8,26
631,2024-02-01,5,14
631,2024-03-01,7,16
631,2024-04-01,5,14
631,2024-05-01,4,15
631,2024-06-01,5,21
631,2024-07-01,4,12
631,2024-08-01,6,18
631,2024-09-01,4,22
631,2024-10-01,5,12
632,2025-04-01,7,30
632,2025-05-01,10,25
632,2025-06-01,6,26
632,2025-07-01,5,22
633,2024-01-01,12,29
633,2024-02-01,5,23
633,2024-03-01,6,23
633,2024-04-01,6,22
634,2024-03-01,7,21
634,2024-04-01,8,16
634,2024-05-01,4,18
634,2024-06-01,8,19
634,2024-07-01,3,11
635,2024-08-01,9,17
636,2025-01-01,8,22
636,2025-02-01,10,18
636,2025-03-01,3,12
637,2024-12-01,8,19
637,2025-01-01,3,14
637,2025-02-01,9,21
638,2024-11-01,5,36
638,2024-12-01,4,22
638,2025-01-01,7,28
638,2025-02-01,13,37
638,2025-03-01,8,22
638,2025-04-01,13,28
638,2025-05-01,11,33
638,2025-06-01,10,24
638,2025-07-01,14,36
639,2024-01-01,12,34
639,2024-02-01,8,31
639,2024-03-01,6,33
639,2024-04-01,17,46
639,2024-05-01,7,30
639,2024-06-01,14,35
639,2024-07-01,12,33
639,2024-08-01,14,45
639,2024-09-01,6,32
639,2024-10-01,13,42
639,2024-11-01,10,33
640,2024-01-01,9,26
640,2024-02-01,2,15
641,2024-12-01,8,26
642,2025-05-01,5,24
642,2025-06-01,5,17
642,2025-07-01,9,27
643,2024-09-01,9,31
643,2024-10-01,9,35
643,2024-11-01,11,45
643,2024-12-01,6,32
643,2025-01-01,14,37
643,2025-02-01,11,32
643,2025-03-01,13,30
643,2025-04-01,14,46
643,2025-05-01,16,43
643,2025-06-01,17,36
643,2025-07-01,12,38
644,2025-05-01,3,14
644,2025-06-01,8,16
644,2025-07-01,8,19
645,2024-01-01,4,16
645,2024-02-01,9,20
645,2024-03-01,4,11
645,2024-04-01,5,10
645,2024-05-01,5,23
645,2024-06-01,8,20
645,2024-07-01,3,18
646,2024-07-01,13,31
646,2024-08-01,7,25
646,2024-09-01,12,25
646,2024-10-01,4,21
646,2024-11-01,12,24
646,2024-12-01,9,35
646,2025-01-01,9,26
646,2025-02-01,12,30
646,2025-03-01,12,30
646,2025-04-01,4,21
646,2025-05-01,5,23
646,2025-06-01,7,25
646,2025-07-01,8,27
647,2025-04-01,3,12
647,2025-05-01,3,12
648,2024-01-01,7,17
648,2024-02-01,10,26
648,2024-03-01,2,11
648,2024-04-01,8,23
648,2024-05-01,6,21
648,2024-06-01,7,16
648,2024-07-01,9,16
648,2024-08-01,9,22
648,2024-09-01,2,17
648,2024-10-01,7,21
648,2024-11-01,2,10
648,2024-12-01,3,23
648,2025-01-01,2,11
648,2025-02-01,3,9
648,2025-03-01,7,27
648,2025-04-01,5,15
648,2025-05-01,9,25
649,2024-02-01,14,27
650,2024-09-01,7,29
650,2024-10-01,4,20
650,2024-11-01,5,24
650,2024-12-01,4,25
650,2025-01-01,5,20
651,2024-08-01,13,33
651,2024-09-01,14,28
651,2024-10-01,12,27
651,2024-11-01,11,30
652,2024-03-01,8,29
652,2024-04-01,4,29
652,2024-05-01,7,30
652,2024-06-01,12,38
652,2024-07-01,7,21
653,2025-04-01,5,17
653,2025-05-01,4,25
653,2025-06-01,5,25
653,2025-07-01,7,24
654,2024-05-01,2,13
654,2024-06-01,8,25
654,2024-07-01,5,19
654,2024-08-01,8,14
654,2024-09-01,6,9
655,2024-05-01,10,23
655,2024-06-01,9,18
655,2024-07-01,6,23
656,2024-07-01,4,23
656,2024-08-01,7,15
656,2024-09-01,7,15
656,2024-10-01,8,17
656,2024-11-01,2,17
656,2024-12-01,10,26
657,2024-01-01,7,18
657,2024-02-01,5,11
657,2024-03-01,4,13
657,2024-04-01,9,27
657,2024-05-01,3,16
657,2024-06-01,8,15
657,2024-07-01,3,11
657,2024-08-01,5,16
658,2025-01-01,9,28
658,2025-02-01,4,27
658,2025-03-01,11,37
658,2025-04-01,11,29
658,2025-05-01,13,33
658,2025-06-01,12,26
659,2024-03-01,15,41
659,2024-04-01,12,45
659,2024-05-01,16,44
659,2024-06-01,17,36
659,2024-07-01,10,37
660,2024-08-01,7,31
660,2024-09-01,17,42
660,2024-10-01,15,44
660,2024-11-01,9,36
660,2024-12-01,8,37
660,2025-01-01,13,41
660,2025-02-01,8,30
660,2025-03-01,11,36
660,2025-04-01,14,47
660,2025-05-01,12,34
660,2025-06-01,7,36
660,2025-07-01,13,33
661,2024-04-01,12,23
661,2024-05-01,14,24
662,2024-05-01,7,21
662,2024-06-01,2,18
662,2024-07-01,7,19
662,2024-08-01,2,8
663,2024-04-01,7,14
664,2024-08-01,8,42
664,2024-09-01,10,34
665,2024-04-01,7,28
665,2024-05-01,6,17
665,2024-06-01,10,31
665,2024-07-01,10,32
665,2024-08-01,4,16
665,2024-09-01,12,29
665,2024-10-01,14,35
665,2024-11-01,14,36
665,2024-12-01,4,25
665,2025-01-01,6,28
665,2025-02-01,6,32
665,2025-03-01,8,26
665,2025-04-01,6,27
665,2025-05-01,12,30
665,2025-06-01,10,22
666,2025-04-01,9,24
666,2025-05-01,4,19
666,2025-06-01,7,25
667,2024-02-01,4,27
667,2024-03-01,5,24
667,2024-04-01,5,27
667,2024-05-01,4,23
667,2024-06-01,8,33
667,2024-07-01,14,28
667,2024-08-01,11,31
667,2024-09-01,6,21
667,2024-10-01,11,31
667,2024-11-01,13,41
667,2024-12-01,9,21
667,2025-01-01,11,24
667,2025-02-01,10,23
667,2025-03-01,14,29
667,2025-04-01,12,34
667,2025-05-01,5,27
667,2025-06-01,10,33
667,2025-07-01,9,26
668,2025-01-01,14,32
668,2025-02-01,6,24
668,2025-03-01,11,39
668,2025-04-01,11,27
668,2025-05-01,13,37
668,2025-06-01,10,32
668,2025-07-01,11,38
669,2025-02-01,15,46
669,2025-03-01,9,27
669,2025-04-01,11,40
669,2025-05-01,15,42
669,2025-06-01,8,30
669,2025-07-01,11,33
670,2025-06-01,3,17
670,2025-07-01,7,19
671,2024-10-01,7,29
671,2024-11-01,7,24
671,2024-12-01,10,36
671,2025-01-01,6,23
672,2024-11-01,10,44
672,2024-12-01,15,37
672,2025-01-01,13,32
672,2025-02-01,7,35
672,2025-03-01,12,30
672,2025-04-01,16,45
672,2025-05-01,17,48
673,2025-03-01,5,18
674,2024-11-01,13,35
674,2024-12-01,12,35
674,2025-01-01,12,25
674,2025-02-01,11,29
674,2025-03-01,6,25
674,2025-04-01,4,23
674,2025-05-01,12,24
674,2025-06-01,10,18
674,2025-07-01,14,29
675,2025-01-01,9,22
675,2025-02-01,3,11
676,2024-10-01,12,38
676,2024-11-01,17,48
676,2024-12-01,18,41
676,2025-01-01,13,37
676,2025-02-01,10,28
676,2025-03-01,9,34
676,2025-04-01,10,37
676,2025-05-01,14,36
676,2025-06-01,8,36
676,2025-07-01,6,33
677,2025-03-01,4,12
677,2025-04-01,3,9
677,2025-05-01,5,20
677,2025-06-01,8,14
677,2025-07-01,5,12
678,2024-10-01,7,25
678,2024-11-01,9,29
678,2024-12-01,10,27
678,2025-01-01,6,23
678,2025-02-01,4,27
678,2025-03-01,10,36
678,2025-04-01,9,17
678,2025-05-01,8,28
679,2025-05-01,5,16
680,2025-05-01,9,21
680,2025-06-01,14,32
680,2025-07-01,9,26
681,2024-12-01,10,23
682,2025-03-01,3,10
682,2025-04-01,7,20
683,2024-12-01,11,28
683,2025-01-01,7,27
683,2025-02-01,9,25
683,2025-03-01,6,23
683,2025-04-01,5,27
683,2025-05-01,4,23
683,2025-06-01,14,31
684,2024-05-01,17,31
684,2024-06-01,16,48
684,2024-07-01,13,34
684,2024-08-01,9,33
684,2024-09-01,15,38
684,2024-10-01,14,38
684,2024-11-01,12,41
684,2024-12-01,13,40
684,2025-01-01,7,37
684,2025-02-01,16,42
684,2025-03-01,16,45
684,2025-04-01,17,46
684,2025-05-01,18,52
684,2025-06-01,11,33
684,2025-07-01,6,34
685,2024-08-01,7,21
685,2024-09-01,4,23
685,2024-10-01,3,17
685,2024-11-01,7,17
685,2024-12-01,6,24
686,2024-02-01,7,23
686,2024-03-01,8,17
686,2024-04-01,7,16
686,2024-05-01,4,14
686,2024-06-01,2,14
686,2024-07-01,6,14
686,2024-08-01,6,15
686,2024-09-01,7,18
686,2024-10-01,7,11
686,2024-11-01,5,18
686,2024-12-01,6,14
686,2025-01-01,3,23
686,2025-02-01,6,16
686,2025-03-01,5,18
686,2025-04-01,5,17
686,2025-05-01,8,16
686,2025-06-01,10,17
687,2024-08-01,10,28
687,2024-09-01,5,11
687,2024-10-01,11,23
687,2024-11-01,11,30
687,2024-12-01,11,25
687,2025-01-01,10,23
687,2025-02-01,6,31
687,2025-03-01,9,22
687,2025-04-01,6,23
687,2025-05-01,8,23
687,2025-06-01,12,23
687,2025-07-01,10,31
688,2024-08-01,12,37
688,2024-09-01,6,21
688,2024-10-01,4,20
688,2024-11-01,14,33
688,2024-12-01,4,26
689,2024-01-01,18,43
689,2024-02-01,9,40
690,2024-11-01,4,16
690,2024-12-01,2,15
690,2025-01-01,6,14
690,2025-02-01,5,19
690,2025-03-01,3,13
690,2025-04-01,10,20
690,2025-05-01,7,19
690,2025-06-01,4,15
690,2025-07-01,3,19
691,2025-04-01,7,28
691,2025-05-01,13,30
691,2025-06-01,4,22
691,2025-07-01,13,28
692,2024-03-01,9,24
692,2024-04-01,9,21
692,2024-05-01,10,25
692,2024-06-01,3,12
692,2024-07-01,10,18
692,2024-08-01,7,19
692,2024-09-01,9,22
692,2024-10-01,5,18
692,2024-11-01,5,21
692,2024-12-01,6,13
692,2025-01-01,5,18
692,2025-02-01,5,10
692,2025-03-01,7,20
692,2025-04-01,10,18
692,2025-05-01,3,15
692,2025-06-01,3,16
693,2024-01-01,10,20
693,2024-02-01,2,15
693,2024-03-01,10,18
693,2024-04-01,4,18
693,2024-05-01,6,12
693,2024-06-01,5,16
693,2024-07-01,6,17
693,2024-08-01,5,12
693,2024-09-01,10,19
693,2024-10-01,2,11
693,2024-11-01,6,15
693,2024-12-01,4,13
694,2024-04-01,14,32
694,2024-05-01,6,19
694,2024-06-01,9,24
694,2024-07-01,5,24
694,2024-08-01,8,26
694,2024-09-01,5,18
694,2024-10-01,4,20
694,2024-11-01,13,23
694,2024-12-01,7,24
694,2025-01-01,6,23
694,2025-02-01,8,30
694,2025-03-01,8,25
694,2025-04-01,12,33
694,2025-05-01,12,30
694,2025-06-01,8,26
694,2025-07-01,6,26
695,2025-05-01,5,25
695,2025-06-01,10,31
695,2025-07-01,12,27
696,2025-03-01,13,36
696,2025-04-01,13,29
696,2025-05-01,9,31
696,2025-06-01,9,29
696,2025-07-01,9,24
697,2024-07-01,3,14
697,2024-08-01,7,22
697,2024-09-01,8,21
697,2024-10-01,2,14
697,2024-11-01,5,12
697,2024-12-01,6,19
697,2025-01-01,10,24
697,2025-02-01,10,21
697,2025-03-01,5,16
697,2025-04-01,4,21
697,2025-05-01,2,14
697,2025-06-01,8,18
697,2025-07-01,8,20
698,2025-01-01,9,23
698,2025-02-01,10,19
699,2024-01-01,7,13
699,2024-02-01,9,18
699,2024-03-01,5,12
699,2024-04-01,8,21
699,2024-05-01,7,18
700,2025-03-01,13,33
700,2025-04-01,14,38
700,2025-05-01,15,38
700,2025-06-01,6,38
700,2025-07-01,6,29
701,2024-06-01,6,17
701,2024-07-01,9,16
702,2024-10-01,3,9
702,2024-11-01,4,14
703,2024-11-01,7,15
703,2024-12-01,7,24
703,2025-01-01,3,13
703,2025-02-01,3,16
703,2025-03-01,10,27
704,2025-02-01,9,23
704,2025-03-01,7,28
704,2025-04-01,7,19
704,2025-05-01,10,28
704,2025-06-01,11,26
704,2025-07-01,7,30
705,2024-04-01,4,14
705,2024-05-01,5,18
705,2024-06-01,9,22
705,2024-07-01,10,24
705,2024-08-01,9,17
705,2024-09-01,3,12
705,2024-10-01,9,22
705,2024-11-01,6,16
705,2024-12-01,6,24
705,2025-01-01,5,13
705,2025-02-01,5,19
705,2025-03-01,3,12
705,2025-04-01,4,16
705,2025-05-01,7,18
705,2025-06-01,3,15
706,2024-08-01,12,39
706,2024-09-01,15,33
706,2024-10-01,18,46
706,2024-11-01,13,36
706,2024-12-01,13,40
706,2025-01-01,18,49
706,2025-02-01,12,35
706,2025-03-01,8,34
706,2025-04-01,7,34
707,2024-04-01,9,20
707,2024-05-01,8,22
707,2024-06-01,9,25
707,2024-07-01,4,14
707,2024-08-01,9,29
707,2024-09-01,3,13
707,2024-10-01,6,16
707,2024-11-01,10,19
707,2024-12-01,10,25
707,2025-01-01,9,18
707,2025-02-01,6,16
707,2025-03-01,7,15
707,2025-04-01,3,19
708,2024-05-01,11,35
708,2024-06-01,18,41
708,2024-07-01,15,37
708,2024-08-01,12,46
708,2024-09-01,8,28
708,2024-10-01,15,51
708,2024-11-01,13,38
708,2024-12-01,8,25
708,2025-01-01,14,34
708,2025-02-01,7,31
708,2025-03-01,16,48
708,2025-04-01,9,39
708,2025-05-01,10,36
708,2025-06-01,17,49
708,2025-07-01,13,37
709,2024-01-01,7,21
709,2024-02-01,4,16
709,2024-03-01,8,23
709,2024-04-01,3,14
709,2024-05-01,9,19
709,2024-06-01,5,25
709,2024-07-01,4,16
710,2024-03-01,5,28
710,2024-04-01,12,31
710,2024-05-01,4,24
710,2024-06-01,14,32
710,2024-07-01,8,29
710,2024-08-01,13,28
710,2024-09-01,9,24
710,2024-10-01,10,23
710,2024-11-01,10,33
710,2024-12-01,11,33
710,2025-01-01,4,24
710,2025-02-01,12,30
710,2025-03-01,8,24
710,2025-04-01,10,37
710,2025-05-01,11,29
710,2025-06-01,13,36
710,2025-07-01,6,22
711,2024-11-01,18,50
711,2024-12-01,10,30
711,2025-01-01,7,32
711,2025-02-01,15,39
711,2025-03-01,17,45
711,2025-04-01,13,53
711,2025-05-01,13,29
711,2025-06-01,18,39
712,2024-05-01,7,18
712,2024-06-01,5,17
712,2024-07-01,5,16
713,2025-05-01,10,28
713,2025-06-01,8,39
713,2025-07-01,18,44
714,2024-09-01,12,26
715,2024-01-01,12,47
715,2024-02-01,8,27
715,2024-03-01,9,36
715,2024-04-01,11,38
715,2024-05-01,17,36
715,2024-06-01,13,41
715,2024-07-01,6,28
715,2024-08-01,17,41
715,2024-09-01,9,37
715,2024-10-01,9,41
715,2024-11-01,7,32
715,2024-12-01,15,45
715,2025-01-01,16,39
715,2025-02-01,12,35
715,2025-03-01,16,40
715,2025-04-01,8,42
715,2025-05-01,15,41
715,2025-06-01,15,37
715,2025-07-01,10,39
716,2024-09-01,6,21
716,2024-10-01,9,29
716,2024-11-01,11,31
716,2024-12-01,11,24
716,2025-01-01,10,30
716,2025-02-01,14,30
716,2025-03-01,6,27
716,2025-04-01,11,32
716,2025-05-01,10,25
717,2024-06-01,4,16
717,2024-07-01,6,17
718,2024-01-01,2,11
718,2024-02-01,7,24
718,2024-03-01,6,23
718,2024-04-01,4,19
718,2024-05-01,6,14
718,2024-06-01,7,22
718,2024-07-01,7,16
719,2024-06-01,5,16
719,2024-07-01,8,18
719,2024-08-01,10,14
719,2024-09-01,4,14
719,2024-10-01,4,11
719,2024-11-01,4,13
719,2024-12-01,8,19
719,2025-01-01,7,19
719,2025-02-01,10,21
719,2025-03-01,5,14
719,2025-04-01,6,27
719,2025-05-01,6,19
719,2025-06-01,3,13
720,2024-11-01,5,15
721,2024-11-01,2,13
721,2024-12-01,4,14
721,2025-01-01,3,11
721,2025-02-01,4,14
721,2025-03-01,6,20
721,2025-04-01,6,22
721,2025-05-01,9,19
722,2024-11-01,7,20
722,2024-12-01,4,15
722,2025-01-01,6,20
722,2025-02-01,10,20
722,2025-03-01,6,20
722,2025-04-01,8,21
722,2025-05-01,7,13
722,2025-06-01,4,16
723,2025-02-01,9,23
723,2025-03-01,10,21
723,2025-04-01,7,28
724,2024-04-01,5,22
724,2024-05-01,11,25
724,2024-06-01,14,27
724,2024-07-01,13,31
725,2024-11-01,8,18
725,2024-12-01,2,14
725,2025-01-01,3,20
725,2025-02-01,9,21
725,2025-03-01,6,17
726,2024-08-01,9,19
726,2024-09-01,7,15
726,2024-10-01,7,19
726,2024-11-01,5,9
726,2024-12-01,3,9
726,2025-01-01,8,19
727,2024-11-01,9,22
727,2024-12-01,4,24
728,2025-01-01,10,19
728,2025-02-01,3,9
728,2025-03-01,3,21
728,2025-04-01,10,23
728,2025-05-01,3,12
728,2025-06-01,4,18
728,2025-07-01,9,18
729,2025-04-01,4,11
730,2024-05-01,2,16
731,2025-05-01,16,40
731,2025-06-01,13,47
732,2024-10-01,11,36
732,2024-11-01,6,35
732,2024-12-01,15,37
732,2025-01-01,14,34
732,2025-02-01,8,33
732,2025-03-01,7,25
732,2025-04-01,10,38
