customer_id,signup_date,plan,region,acquisition_channel
1224,2025-04-03,Basic,West,Organic
1225,2025-04-26,Basic,North,Organic
1226,2025-03-05,Basic,North,Paid Search
1227,2024-10-11,Standard,East,Organic
1228,2025-05-30,Basic,Central,Social Ads
1229,2024-04-08,Premium,East,Organic
1230,2025-01-31,Standard,East,Paid Search
1231,2025-05-03,Basic,East,Organic
1232,2024-02-08,Standard,North,Social Ads
1233,2024-09-27,Premium,West,Organic
1234,2024-06-05,Standard,North,Partnership
1235,2024-03-15,Basic,South,Referral
1236,2024-05-09,Basic,East,Referral
1237,2024-03-24,Premium,East,Referral
1238,2024-01-22,Standard,South,Organic
1239,2025-04-03,Standard,East,Paid Search
1240,2025-01-16,Premium,East,Social Ads
1241,2025-03-15,Premium,East,Social Ads
1242,2024-01-21,Premium,South,Referral
1243,2024-10-29,Basic,North,Social Ads
1244,2024-03-24,Standard,East,Partnership
1245,2025-03-28,Standard,West,Organic
1246,2025-01-21,Standard,South,Referral
1247,2025-05-21,Standard,Central,Social Ads
1248,2024-09-13,Basic,South,Social Ads
1249,2024-06-10,Standard,North,Organic
1250,2024-06-11,Standard,South,Social Ads
1251,2024-09-27,Basic,Central,Referral
1252,2025-05-06,Standard,West,Organic
1253,2024-07-26,Basic,Central,Paid Search
1254,2024-02-29,Basic,South,Organic
1255,2025-03-05,Basic,Central,Partnership
1256,2024-11-04,Basic,South,Paid Search
1257,2024-01-27,Standard,West,Organic
1258,2024-07-17,Standard,West,Organic
1259,2025-01-21,Standard,North,Social Ads
1260,2024-12-14,Premium,West,Organic
1261,2025-01-12,Basic,East,Paid Search
1262,2024-06-01,Basic,Central,Referral
1263,2024-07-24,Premium,Central,Referral
1264,2025-03-30,Basic,South,Organic
1265,2024-09-29,Premium,West,Partnership
1266,2024-08-23,Premium,North,Social Ads
1267,2025-05-15,Standard,North,Organic
1268,2024-04-26,Premium,North,Organic
1269,2025-01-20,Basic,East,Organic
1270,2024-12-09,Basic,West,Referral
1271,2025-01-29,Standard,North,Organic
1272,2024-03-04,Basic,East,Organic
1273,2024-03-12,Premium,Central,Social Ads
1274,2024-09-30,Basic,South,Paid Search
1275,2024-11-15,Standard,West,Social Ads
1276,2024-12-03,Standard,West,Social Ads
1277,2024-12-31,Standard,Central,Organic
1278,2025-05-09,Basic,West,Referral
1279,2024-06-14,Basic,West,Organic
1280,2024-01-11,Premium,West,Paid Search
1281,2024-10-27,Basic,West,Social Ads
1282,2024-04-11,Premium,East,Organic
1283,2025-02-28,Standard,East,Partnership
1284,2025-01-26,Standard,South,Paid Search
1285,2024-08-01,Standard,West,Organic
1286,2024-03-28,Basic,Central,Referral
1287,2025-02-04,Standard,North,Paid Search
1288,2024-02-15,Premium,South,Social Ads
1289,2025-04-07,Basic,North,Paid Search
1290,2024-11-05,Premium,North,Referral
1291,2024-03-26,Standard,West,Organic
1292,2024-04-01,Basic,Central,Organic
1293,2024-08-29,Basic,North,Paid Search
1294,2024-01-02,Premium,North,Organic
1295,2024-08-12,Basic,South,Social Ads
1296,2024-04-25,Premium,Central,Organic
1297,2024-04-12,Premium,Central,Organic
1298,2024-07-12,Basic,North,Organic
1299,2024-06-14,Basic,Central,Social Ads
1300,2024-03-30,Standard,South,Referral
1301,2024-05-01,Basic,South,Organic
1302,2024-05-22,Standard,South,Paid Search
1303,2024-04-15,Basic,West,Organic
1304,2025-03-03,Standard,North,Paid Search
1305,2024-10-31,Standard,Central,Organic
1306,2024-11-12,Basic,South,Paid Search
1307,2024-01-09,Basic,North,Social Ads
1308,2024-03-13,Basic,North,Referral
1309,2024-12-24,Basic,West,Organic
1310,2024-08-10,Standard,Central,Social Ads
1311,2025-02-19,Premium,Central,Paid Search
1312,2025-01-04,Basic,South,Referral
1313,2024-09-20,Standard,South,Organic
1314,2024-11-13,Standard,North,Organic
1315,2024-03-24,Basic,Central,Referral
1316,2024-11-13,Basic,Central,Organic
1317,2024-04-20,Premium,South,Organic
1318,2024-09-07,Standard,East,Organic
1319,2025-01-17,Standard,North,Referral
1320,2024-01-07,Standard,Central,Organic
1321,2025-04-03,Basic,West,Referral
1322,2024-03-24,Standard,West,Paid Search
1323,2024-07-26,Standard,East,Organic
1324,2025-01-24,Standard,South,Organic
1325,2024-11-09,Basic,South,Organic
1326,2024-01-22,Basic,South,Paid Search
1327,2025-02-13,Basic,West,Social Ads
1328,2025-05-29,Premium,South,Paid Search
1329,2024-05-06,Basic,West,Organic
1330,2024-01-14,Standard,East,Social Ads
1331,2024-01-12,Basic,North,Referral
1332,2024-03-27,Basic,Central,Social Ads
1333,2024-10-27,Standard,East,Social Ads
1334,2024-08-30,Standard,West,Organic
1335,2024-05-01,Standard,East,Referral
1336,2024-05-26,Basic,Central,Organic
1337,2024-12-21,Standard,North,Organic
1338,2024-11-04,Basic,Central,Referral
1339,2024-10-14,Basic,West,Referral
1340,2024-11-02,Standard,Central,Social Ads
1341,2024-12-17,Basic,East,Organic
1342,2024-11-07,Basic,South,Organic
1343,2024-02-28,Standard,East,Paid Search
1344,2024-02-04,Standard,West,Referral
1345,2025-03-20,Premium,North,Organic
1346,2024-04-02,Basic,Central,Social Ads
1347,2024-07-25,Basic,North,Organic
1348,2024-12-18,Basic,West,Social Ads
1349,2024-11-27,Premium,Central,Referral
1350,2024-06-07,Standard,East,Organic
1351,2024-01-24,Standard,East,Organic
1352,2025-02-07,Basic,West,Social Ads
1353,2025-05-30,Standard,Central,Paid Search
1354,2024-12-29,Basic,East,Social Ads
1355,2025-01-16,Standard,West,Paid Search
1356,2024-05-31,Premium,West,Organic
1357,2025-02-23,Premium,North,Referral
1358,2024-09-06,Standard,East,Organic
1359,2024-04-26,Standard,Central,Referral
1360,2025-05-26,Premium,East,Organic
1361,2024-11-30,Standard,East,Social Ads
1362,2025-02-21,Basic,East,Organic
1363,2024-10-21,Standard,West,Organic
1364,2025-01-05,Basic,South,Organic
1365,2024-07-04,Standard,South,Social Ads
1366,2024-09-02,Standard,North,Paid Search
1367,2024-09-24,Standard,East,Referral
1368,2024-08-24,Basic,South,Organic
1369,2024-01-21,Basic,North,Social Ads
1370,2024-04-09,Standard,West,Social Ads
1371,2025-04-22,Premium,East,Organic
1372,2024-10-24,Standard,Central,Organic
1373,2024-11-29,Basic,West,Paid Search
1374,2024-01-02,Premium,North,Organic
1375,2025-01-09,Premium,West,Organic
1376,2024-10-19,Basic,Central,Social Ads
1377,2024-11-13,Basic,West,Organic
1378,2025-05-16,Standard,North,Social Ads
1379,2025-01-15,Premium,Central,Referral
1380,2024-01-14,Premium,Central,Paid Search
1381,2025-05-18,Premium,West,Paid Search
1382,2024-08-18,Standard,Central,Organic
1383,2024-03-24,Standard,West,Referral
1384,2024-05-09,Basic,East,Organic
1385,2024-05-24,Basic,Central,Paid Search
1386,2024-01-28,Standard,West,Partnership
1387,2024-03-06,Standard,East,Paid Search
1388,2024-06-11,Standard,Central,Social Ads
1389,2024-08-16,Standard,East,Organic
1390,2024-09-17,Basic,Central,Organic
1391,2025-03-24,Standard,North,Social Ads
1392,2025-02-27,Basic,North,Organic
1393,2025-04-04,Basic,West,Social Ads
1394,2024-10-27,Standard,South,Organic
1395,2024-10-29,Standard,North,Referral
1396,2024-10-13,Premium,South,Organic
1397,2025-01-29,Basic,East,Paid Search
1398,2024-01-10,Standard,East,Paid Search
1399,2024-09-26,Basic,South,Paid Search
1400,2024-12-26,Basic,West,Organic
1401,2024-09-13,Premium,Central,Paid Search
1402,2024-05-12,Standard,South,Organic
1403,2024-10-02,Premium,South,Organic
1404,2025-05-27,Basic,South,Organic
1405,2024-11-08,Premium,South,Paid Search
1406,2024-10-10,Basic,South,Organic
1407,2024-04-30,Premium,West,Partnership
1408,2024-04-16,Basic,North,Paid Search
1409,2024-07-22,Basic,Central,Organic
1410,2024-06-13,Standard,North,Paid Search
1411,2024-10-31,Premium,South,Referral
1412,2025-05-11,Basic,North,Organic
1413,2024-06-04,Basic,West,Social Ads
1414,2025-01-01,Premium,East,Paid Search
1415,2024-09-07,Basic,North,Organic
1416,2024-11-29,Basic,Central,Social Ads
1417,2025-05-25,Basic,West,Organic
1418,2024-10-19,Basic,East,Organic
1419,2024-01-20,Premium,West,Social Ads
1420,2024-10-08,Standard,South,Social Ads
1421,2024-01-01,Standard,East,Referral
1422,2024-04-28,Premium,Central,Paid Search
1423,2024-02-04,Standard,East,Social Ads
1424,2024-07-16,Basic,Central,Referral
1425,2025-04-29,Basic,South,Organic
1426,2024-02-28,Basic,Central,Social Ads
1427,2024-06-09,Basic,West,Paid Search
1428,2024-07-24,Premium,North,Organic
1429,2024-01-12,Standard,West,Paid Search
1430,2025-05-04,Basic,West,Organic
1431,2024-10-02,Standard,East,Social Ads
1432,2024-08-29,Standard,South,Paid Search
1433,2024-08-03,Premium,North,Partnership
1434,2024-09-07,Premium,Central,Organic
1435,2024-05-05,Standard,East,Paid Search
1436,2024-08-04,Standard,South,Organic
1437,2024-11-01,Standard,North,Paid Search
1438,2024-07-03,Standard,West,Social Ads
1439,2024-02-08,Basic,South,Social Ads
1440,2024-08-10,Basic,South,Social Ads
1441,2024-07-02,Standard,South,Referral
1442,2025-05-09,Basic,West,Organic
1443,2025-03-02,Basic,Central,Organic
1444,2024-06-26,Standard,East,Social Ads
1445,2025-03-03,Basic,Central,Paid Search
1446,2024-10-20,Standard,North,Organic
1447,2024-05-30,Standard,East,Paid Search
1448,2025-01-18,Premium,North,Organic
1449,2024-11-03,Standard,West,Organic
1450,2024-12-01,Basic,Central,Social Ads
1451,2025-01-09,Standard,South,Organic
1452,2024-01-08,Premium,East,Organic
1453,2024-12-06,Premium,South,Organic
1454,2024-05-08,Basic,North,Referral
1455,2024-12-17,Basic,South,Partnership
1456,2024-12-23,Premium,South,Social Ads
1457,2025-05-31,Basic,West,Organic
1458,2025-05-09,Standard,West,Referral
1459,2024-03-26,Basic,Central,Social Ads
1460,2024-06-23,Basic,North,Referral
1461,2024-07-11,Basic,West,Social Ads
1462,2024-11-06,Basic,West,Organic
1463,2024-04-28,Standard,Central,Paid Search
1464,2024-08-05,Premium,East,Organic
1465,2025-03-02,Basic,Central,Organic
1466,2025-02-17,Premium,South,Social Ads
1467,2024-04-23,Basic,South,Referral
1468,2024-05-24,Standard,West,Social Ads
1469,2024-10-29,Basic,West,Paid Search
1470,2024-12-10,Premium,Central,Organic
1471,2024-01-01,Standard,Central,Organic
1472,2024-05-26,Standard,North,Organic
1473,2024-10-13,Premium,South,Paid Search
1474,2024-02-22,Standard,Central,Paid Search
1475,2024-10-30,Premium,East,Organic
1476,2024-03-09,Standard,North,Partnership
1477,2024-12-26,Premium,Central,Organic
1478,2024-08-07,Standard,West,Referral
1479,2024-06-09,Basic,Central,Paid Search
1480,2024-03-29,Standard,West,Organic
1481,2024-06-07,Basic,West,Social Ads
1482,2025-05-03,Standard,South,Social Ads
1483,2024-11-19,Standard,South,Paid Search
1484,2025-01-15,Standard,Central,Paid Search
1485,2024-04-11,Basic,Central,Organic
1486,2025-05-08,Basic,East,Social Ads
1487,2024-01-19,Standard,North,Referral
1488,2025-03-29,Premium,North,Organic
1489,2025-04-26,Basic,Central,Organic
1490,2025-01-31,Basic,South,Referral
1491,2024-10-05,Standard,East,Organic
1492,2024-12-30,Standard,North,Social Ads
1493,2024-11-26,Basic,Central,Paid Search
1494,2024-12-09,Basic,South,Paid Search
1495,2025-03-30,Basic,South,Organic
1496,2024-03-05,Premium,South,Organic
1497,2024-03-16,Basic,West,Organic
1498,2024-05-22,Basic,South,Social Ads
1499,2025-04-17,Basic,Central,Social Ads
1500,2025-02-20,Basic,East,Social Ads
1501,2024-10-31,Standard,Central,Social Ads
1502,2025-05-11,Basic,South,Organic
1503,2024-10-17,Basic,East,Organic
1504,2024-04-11,Standard,North,Social Ads
1505,2024-09-23,Basic,North,Paid Search
1506,2024-01-03,Basic,Central,Organic
1507,2024-03-25,Premium,East,Organic
1508,2024-11-23,Standard,Central,Organic
1509,2025-03-25,Premium,East,Organic
1510,2025-03-29,Premium,East,Social Ads
1511,2024-08-08,Standard,Central,Referral
1512,2024-06-02,Basic,East,Referral
1513,2024-01-12,Standard,South,Referral
1514,2024-05-12,Premium,East,Referral
1515,2024-10-30,Standard,East,Paid Search
1516,2024-10-19,Standard,Central,Organic
1517,2024-10-26,Basic,North,Social Ads
1518,2024-02-12,Premium,West,Organic
1519,2024-12-08,Standard,East,Organic
1520,2024-11-21,Premium,West,Organic
1521,2025-05-12,Basic,East,Paid Search
1522,2024-12-29,Basic,Central,Organic
1523,2025-03-02,Basic,Central,Organic
1524,2024-01-21,Standard,East,Paid Search
1525,2025-02-10,Basic,Central,Referral
1526,2024-12-01,Basic,Central,Paid Search
1527,2024-04-26,Premium,East,Referral
1528,2024-05-03,Basic,North,Organic
1529,2025-02-02,Premium,East,Organic
1530,2024-02-20,Basic,North,Paid Search
1531,2024-11-19,Premium,Central,Paid Search
1532,2024-05-20,Standard,North,Social Ads
1533,2025-04-14,Premium,Central,Social Ads
1534,2024-11-29,Premium,North,Social Ads
1535,2025-01-07,Basic,North,Referral
1536,2025-05-08,Basic,East,Organic
1537,2024-06-04,Basic,North,Organic
1538,2024-10-17,Standard,Central,Paid Search
1539,2024-05-23,Premium,East,Organic
1540,2024-04-15,Standard,North,Organic
1541,2025-02-23,Standard,East,Organic
1542,2024-01-02,Basic,West,Organic
1543,2024-03-30,Premium,East,Organic
1544,2024-12-10,Premium,West,Organic
1545,2024-12-15,Basic,West,Social Ads
1546,2025-04-03,Standard,East,Paid Search
1547,2024-09-19,Basic,Central,Social Ads
1548,2024-12-16,Standard,Central,Social Ads
1549,2024-04-17,Standard,Central,Organic
1550,2024-02-08,Basic,South,Organic
1551,2024-06-07,Basic,West,Organic
1552,2024-11-07,Basic,East,Referral
1553,2024-08-28,Standard,Central,Social Ads
1554,2025-03-20,Standard,Central,Organic
1555,2024-10-24,Basic,East,Organic
1556,2024-02-05,Standard,West,Partnership
1557,2024-03-24,Standard,East,Paid Search
1558,2025-03-27,Basic,South,Social Ads
1559,2025-01-19,Basic,South,Organic
1560,2024-06-20,Standard,East,Organic
1561,2025-01-10,Premium,West,Social Ads
1562,2024-12-27,Basic,Central,Social Ads
1563,2024-05-20,Basic,South,Social Ads
1564,2024-04-27,Basic,South,Paid Search
1565,2024-10-03,Standard,West,Paid Search
1566,2024-08-07,Basic,South,Social Ads
1567,2024-01-26,Basic,South,Organic
1568,2024-01-10,Standard,West,Organic
1569,2025-01-12,Standard,East,Referral
1570,2024-05-31,Basic,Central,Organic
1571,2024-02-18,Basic,Central,Paid Search
1572,2024-06-02,Standard,South,Social Ads
1573,2024-10-19,Basic,Central,Partnership
1574,2024-02-19,Basic,East,Organic
1575,2024-02-29,Premium,South,Organic
1576,2024-06-15,Basic,Central,Referral
1577,2024-07-20,Standard,North,Social Ads
1578,2024-05-25,Premium,North,Social Ads
1579,2025-03-14,Basic,North,Paid Search
1580,2024-08-29,Basic,North,Organic
1581,2025-04-27,Standard,North,Paid Search
1582,2024-04-17,Premium,South,Referral
1583,2024-08-13,Premium,West,Referral
1584,2025-03-07,Standard,West,Organic
1585,2025-02-22,Basic,South,Organic
1586,2025-03-30,Standard,South,Paid Search
1587,2024-06-08,Basic,East,Partnership
1588,2024-03-17,Standard,West,Social Ads
1589,2025-05-23,Basic,North,Organic
1590,2025-03-16,Basic,South,Organic
1591,2024-09-10,Standard,North,Paid Search
1592,2024-11-15,Standard,West,Organic
1593,2024-09-19,Basic,Central,Referral
1594,2025-01-08,Basic,Central,Social Ads
1595,2024-06-15,Premium,South,Paid Search
1596,2025-04-03,Standard,East,Organic
1597,2024-10-06,Basic,North,Referral
1598,2024-10-28,Basic,South,Organic
1599,2024-08-05,Basic,East,Organic
1600,2024-04-11,Premium,North,Referral
1601,2024-10-14,Standard,West,Social Ads
1602,2024-06-15,Standard,Central,Social Ads
1603,2024-02-05,Standard,East,Organic
1604,2024-12-18,Basic,North,Organic
1605,2024-03-13,Premium,South,Organic
1606,2024-12-18,Standard,North,Organic
1607,2024-03-10,Basic,South,Social Ads
1608,2025-02-28,Basic,Central,Organic
1609,2025-05-31,Standard,Central,Social Ads
1610,2025-03-03,Premium,North,Organic
1611,2024-06-08,Basic,North,Organic
1612,2024-05-28,Premium,South,Partnership
1613,2024-08-17,Standard,South,Organic
1614,2024-03-07,Basic,East,Organic
1615,2025-01-15,Basic,East,Organic
1616,2024-02-27,Basic,East,Organic
1617,2024-09-15,Standard,North,Paid Search
1618,2024-12-07,Basic,East,Organic
1619,2024-05-09,Basic,North,Social Ads
1620,2024-06-20,Standard,Central,Social Ads
1621,2024-07-27,Standard,West,Paid Search
1622,2024-12-19,Basic,Central,Organic
1623,2025-04-15,Basic,North,Paid Search
1624,2024-04-25,Standard,North,Organic
1625,2024-09-20,Standard,West,Paid Search
1626,2025-03-17,Premium,South,Social Ads
1627,2025-03-28,Basic,South,Organic
1628,2025-04-21,Premium,South,Social Ads
1629,2024-10-13,Standard,East,Referral
1630,2024-10-29,Standard,South,Social Ads
1631,2024-11-06,Standard,East,Organic
1632,2024-07-26,Basic,East,Paid Search
1633,2025-03-21,Basic,South,Referral
1634,2024-02-24,Standard,South,Organic
1635,2024-01-12,Standard,West,Social Ads
1636,2025-02-03,Standard,West,Organic
1637,2025-05-29,Basic,East,Organic
1638,2024-08-24,Premium,West,Social Ads
1639,2024-10-05,Standard,East,Social Ads
1640,2024-12-13,Basic,North,Social Ads
1641,2024-04-13,Basic,East,Referral
1642,2025-05-31,Standard,East,Organic
1643,2024-09-04,Standard,West,Organic
1644,2024-12-29,Standard,North,Referral
1645,2024-11-16,Premium,Central,Organic
1646,2024-10-12,Basic,Central,Social Ads
1647,2024-05-28,Basic,Central,Paid Search
1648,2024-03-24,Premium,North,Organic
1649,2025-02-09,Premium,South,Organic
1650,2025-03-31,Standard,North,Paid Search
1651,2024-06-09,Premium,West,Referral
1652,2025-04-04,Basic,East,Social Ads
1653,2025-05-14,Premium,East,Paid Search
1654,2025-05-23,Basic,West,Paid Search
1655,2025-04-25,Basic,West,Organic
1656,2024-04-23,Basic,East,Organic
1657,2024-12-26,Basic,South,Organic
1658,2024-12-06,Basic,South,Organic
1659,2025-03-24,Basic,South,Organic
1660,2024-06-28,Basic,West,Organic
1661,2025-02-10,Basic,East,Organic
1662,2024-07-14,Standard,East,Organic
1663,2025-04-10,Basic,East,Paid Search
1664,2024-11-06,Basic,North,Paid Search
1665,2024-09-18,Standard,North,Organic
1666,2025-02-22,Premium,Central,Referral
1667,2025-02-09,Standard,North,Organic
1668,2024-05-22,Basic,South,Referral
1669,2024-12-07,Standard,South,Organic
1670,2024-11-11,Basic,South,Referral
1671,2024-04-10,Basic,South,Organic
1672,2024-08-31,Basic,Central,Social Ads
1673,2025-05-04,Premium,South,Organic
1674,2024-01-12,Basic,West,Social Ads
1675,2024-08-26,Basic,West,Organic
1676,2024-02-11,Basic,West,Organic
1677,2025-03-04,Premium,North,Social Ads
1678,2024-06-06,Standard,East,Organic
1679,2024-08-03,Basic,Central,Referral
1680,2025-04-06,Standard,West,Organic
1681,2024-05-13,Standard,West,Paid Search
1682,2024-03-07,Standard,South,Social Ads
1683,2024-01-07,Basic,West,Organic
1684,2024-03-13,Premium,South,Organic
1685,2025-02-02,Basic,South,Social Ads
1686,2025-02-08,Standard,East,Social Ads
1687,2024-05-09,Basic,North,Referral
1688,2025-04-10,Basic,South,Organic
1689,2024-07-24,Basic,South,Paid Search
1690,2024-09-22,Standard,East,Organic
1691,2024-09-09,Basic,South,Organic
1692,2024-10-15,Standard,Central,Social Ads
1693,2024-06-12,Basic,North,Organic
1694,2024-04-04,Standard,Central,Organic
1695,2024-04-19,Premium,West,Organic
1696,2024-12-01,Standard,North,Social Ads
1697,2024-08-25,Standard,West,Referral
1698,2025-01-15,Standard,South,Social Ads
1699,2025-03-11,Basic,East,Paid Search
1700,2025-04-27,Premium,Central,Social Ads
1701,2024-01-25,Basic,West,Social Ads
1702,2024-04-26,Standard,South,Organic
1703,2025-04-26,Standard,Central,Organic
1704,2025-01-26,Basic,Central,Organic
1705,2024-03-19,Basic,West,Paid Search
1706,2024-06-21,Standard,South,Social Ads
1707,2024-01-12,Premium,East,Organic
1708,2024-05-07,Premium,West,Organic
1709,2024-04-01,Standard,Central,Referral
1710,2025-03-22,Standard,Central,Referral
1711,2025-01-24,Premium,North,Social Ads
1712,2024-02-12,Basic,South,Organic
1713,2024-09-10,Basic,North,Organic
1714,2024-05-09,Standard,East,Organic
1715,2024-02-29,Premium,West,Organic
1716,2025-04-11,Premium,Central,Organic
1717,2024-10-13,Basic,South,Paid Search
1718,2025-05-31,Basic,Central,Organic
1719,2025-04-11,Basic,North,Organic
1720,2024-12-10,Basic,North,Organic
1721,2025-01-16,Basic,West,Social Ads
1722,2024-09-09,Standard,South,Paid Search
1723,2024-02-25,Basic,South,Paid Search
1724,2025-04-07,Premium,West,Organic
1725,2025-04-01,Basic,North,Organic
1726,2024-03-23,Standard,North,Organic
1727,2024-04-08,Basic,North,Organic
1728,2024-05-28,Basic,Central,Referral
1729,2024-11-24,Basic,East,Partnership
1730,2024-06-04,Premium,North,Social Ads
1731,2024-07-08,Premium,East,Referral
1732,2025-05-08,Standard,East,Social Ads
1733,2024-09-19,Basic,South,Organic
1734,2024-03-20,Premium,West,Partnership
1735,2025-02-03,Basic,Central,Organic
1736,2024-09-16,Basic,East,Social Ads
1737,2024-04-10,Standard,Central,Organic
1738,2024-12-24,Premium,South,Organic
1739,2025-01-14,Basic,North,Social Ads
1740,2024-08-08,Basic,East,Organic
1741,2025-02-23,Premium,West,Organic
1742,2024-05-03,Basic,South,Organic
1743,2025-02-25,Basic,Central,Organic
1744,2024-08-18,Standard,North,Partnership
1745,2024-03-03,Premium,Central,Social Ads
1746,2025-04-29,Standard,West,Paid Search
1747,2025-04-27,Premium,East,Organic
1748,2024-06-03,Standard,West,Social Ads
1749,2024-04-01,Basic,Central,Organic
1750,2025-03-30,Premium,Central,Organic
1751,2025-05-24,Basic,West,Organic
1752,2024-07-01,Basic,West,Referral
1753,2025-01-20,Standard,West,Organic
1754,2025-02-08,Basic,North,Organic
1755,2024-09-02,Basic,Central,Paid Search
1756,2025-04-15,Basic,South,Organic
1757,2025-02-26,Basic,North,Paid Search
1758,2024-03-05,Premium,North,Paid Search
1759,2024-01-13,Standard,North,Organic
1760,2024-07-31,Premium,South,Organic
1761,2024-08-29,Basic,West,Organic
1762,2025-05-07,Basic,Central,Social Ads
1763,2024-07-31,Basic,East,Referral
1764,2024-12-03,Basic,East,Organic
1765,2024-06-21,Basic,Central,Organic
1766,2024-06-12,Standard,South,Organic
1767,2025-04-09,Premium,East,Paid Search
1768,2025-05-11,Premium,North,Social Ads
1769,2025-01-29,Basic,East,Organic
1770,2024-11-03,Premium,Central,Social Ads
1771,2024-07-01,Basic,North,Social Ads
1772,2025-05-24,Basic,East,Referral
1773,2024-08-14,Premium,Central,Organic
1774,2025-03-11,Standard,South,Organic
1775,2025-02-25,Basic,Central,Organic
1776,2024-01-21,Basic,South,Referral
1777,2025-01-31,Basic,North,Social Ads
1778,2024-04-14,Standard,Central,Paid Search
1779,2024-07-10,Standard,West,Organic
1780,2024-01-17,Premium,West,Organic
1781,2024-04-29,Basic,West,Organic
1782,2025-01-27,Basic,West,Paid Search
1783,2025-02-28,Standard,West,Organic
1784,2024-05-08,Standard,South,Organic
1785,2024-05-09,Basic,Central,Social Ads
1786,2024-01-29,Standard,North,Organic
1787,2024-04-06,Premium,West,Paid Search
1788,2024-01-10,Premium,West,Organic
1789,2024-08-29,Premium,North,Social Ads
1790,2024-08-19,Premium,North,Paid Search
1791,2024-10-10,Standard,West,Referral
1792,2024-07-18,Premium,South,Paid Search
1793,2024-03-19,Basic,North,Referral
1794,2024-06-21,Basic,Central,Referral
1795,2025-04-11,Basic,Central,Paid Search
1796,2025-02-19,Standard,South,Referral
1797,2025-03-24,Basic,East,Organic
1798,2024-03-27,Premium,South,Organic
1799,2024-04-10,Basic,West,Organic
1800,2024-01-08,Basic,East,Paid Search
1801,2024-07-18,Standard,West,Social Ads
1802,2025-05-19,Basic,Central,Social Ads
1803,2024-03-27,Basic,North,Organic
1804,2024-02-12,Basic,West,Organic
1805,2025-01-19,Standard,Central,Organic
1806,2025-03-10,Basic,South,Social Ads
1807,2025-02-11,Standard,West,Organic
1808,2025-04-27,Standard,Central,Referral
1809,2024-01-17,Basic,North,Organic
1810,2024-05-27,Basic,West,Organic
1811,2024-10-03,Basic,Central,Referral
1812,2024-08-19,Standard,West,Paid Search
1813,2024-12-31,Basic,North,Organic
1814,2024-08-15,Basic,West,Paid Search
1815,2025-03-11,Standard,West,Organic
1816,2025-02-02,Standard,Central,Partnership
1817,2024-07-29,Basic,East,Paid Search
1818,2025-01-25,Basic,West,Organic
1819,2025-05-13,Premium,East,Paid Search
1820,2025-05-05,Premium,South,Organic
1821,2025-03-17,Standard,West,Social Ads
1822,2024-09-17,Standard,East,Referral
1823,2024-12-15,Standard,South,Referral
1824,2024-12-17,Premium,Central,Organic
1825,2024-11-15,Premium,West,Organic
1826,2024-05-17,Basic,Central,Organic
1827,2025-01-02,Premium,South,Social Ads
1828,2024-08-07,Basic,Central,Paid Search
1829,2024-12-02,Basic,Central,Paid Search
1830,2024-08-10,Standard,North,Referral
1831,2024-12-25,Basic,South,Organic
1832,2024-11-24,Premium,Central,Organic
1833,2025-04-07,Basic,East,Organic
1834,2025-01-16,Standard,South,Organic
1835,2024-06-17,Premium,North,Organic
1836,2024-08-04,Premium,West,Paid Search
1837,2025-01-12,Basic,Central,Organic
1838,2024-04-28,Basic,East,Organic
1839,2024-07-08,Standard,North,Social Ads
1840,2025-01-04,Basic,South,Organic
1841,2024-05-28,Premium,Central,Social Ads
1842,2025-05-02,Premium,North,Organic
1843,2025-01-08,Basic,North,Paid Search
1844,2024-06-08,Basic,East,Referral
1845,2024-12-16,Basic,West,Organic
1846,2024-10-14,Premium,West,Paid Search
1847,2024-10-14,Basic,West,Referral
1848,2024-08-13,Basic,South,Paid Search
1849,2024-09-29,Basic,North,Organic
1850,2025-02-05,Standard,South,Organic
1851,2024-07-01,Basic,North,Social Ads
1852,2025-05-02,Basic,East,Referral
1853,2024-05-03,Premium,East,Organic
1854,2025-02-17,Premium,South,Organic
1855,2024-06-20,Standard,South,Organic
1856,2024-10-14,Basic,East,Organic
1857,2025-03-10,Basic,Central,Organic
1858,2024-04-22,Standard,West,Organic
1859,2024-05-01,Basic,West,Organic
1860,2024-08-09,Premium,East,Organic
1861,2024-02-08,Standard,West,Referral
1862,2025-05-11,Basic,Central,Organic
1863,2024-08-20,Premium,Central,Organic
1864,2024-05-28,Premium,North,Organic
1865,2025-01-31,Basic,South,Referral
1866,2024-10-28,Standard,West,Social Ads
1867,2024-12-25,Basic,Central,Social Ads
1868,2024-08-25,Basic,South,Organic
1869,2024-08-23,Basic,South,Referral
1870,2024-07-21,Standard,North,Organic
1871,2024-09-12,Premium,South,Organic
1872,2024-08-22,Standard,South,Paid Search
1873,2024-12-10,Basic,East,Social Ads
1874,2025-04-10,Standard,North,Social Ads
1875,2024-07-31,Basic,North,Referral
1876,2025-04-07,Premium,West,Referral
1877,2025-03-11,Basic,South,Organic
1878,2024-10-09,Basic,West,Organic
1879,2025-04-07,Basic,Central,Organic
1880,2025-02-10,Standard,South,Referral
1881,2024-03-28,Basic,Central,Organic
1882,2024-02-13,Standard,East,Referral
1883,2025-04-05,Basic,South,Organic
1884,2024-10-04,Basic,West,Organic
1885,2025-02-24,Standard,West,Organic
1886,2024-12-18,Premium,South,Organic
1887,2025-05-29,Premium,West,Referral
1888,2024-01-19,Basic,South,Organic
1889,2024-01-23,Basic,North,Organic
