transaction_id,customer_id,amount,date
T01209,CUST0028,27.02,2021-02-20 08:00:00
T01210,CUST0471,70.96,2021-02-20 09:00:00
T01211,CUST0078,24.98,2021-02-20 10:00:00
T01212,CUST0216,87.54,2021-02-20 11:00:00
T01213,CUST0386,15.55,2021-02-20 12:00:00
T01214,CUST0365,16.26,2021-02-20 13:00:00
T01215,CUST0154,36.95,2021-02-20 14:00:00
T01216,CUST0014,28.17,2021-02-20 15:00:00
T01217,CUST0187,52.22,2021-02-20 16:00:00
T01218,CUST0312,22.65,2021-02-20 17:00:00
T01219,CUST0371,13.1,2021-02-20 18:00:00
T01220,CUST0007,31.73,2021-02-20 19:00:00
T01221,CUST0003,41.16,2021-02-20 20:00:00
T01222,CUST0111,7.69,2021-02-20 21:00:00
T01223,CUST0407,40.68,2021-02-20 22:00:00
T01224,CUST0238,19.23,2021-02-20 23:00:00
T01225,CUST0363,24.92,2021-02-21 00:00:00
T01226,CUST0239,16.38,2021-02-21 01:00:00
T01227,CUST0493,133.98,2021-02-21 02:00:00
T01228,CUST0274,57.5,2021-02-21 03:00:00
T01229,CUST0294,15.22,2021-02-21 04:00:00
T01230,CUST0227,51.79,2021-02-21 05:00:00
T01231,CUST0371,94.38,2021-02-21 06:00:00
T01232,CUST0015,25.68,2021-02-21 07:00:00
T01233,CUST0192,88.59,2021-02-21 08:00:00
T01234,CUST0473,8.39,2021-02-21 09:00:00
T01235,CUST0119,86.52,2021-02-21 10:00:00
T01236,CUST0485,38.86,2021-02-21 11:00:00
T01237,CUST0028,12.61,2021-02-21 12:00:00
T01238,CUST0202,26.14,2021-02-21 13:00:00
T01239,CUST0039,221.11,2021-02-21 14:00:00
T01240,CUST0441,76.52,2021-02-21 15:00:00
T01241,CUST0273,42.79,2021-02-21 16:00:00
T01242,CUST0231,6.12,2021-02-21 17:00:00
T01243,CUST0086,27.05,2021-02-21 18:00:00
T01244,CUST0474,15.26,2021-02-21 19:00:00
T01245,CUST0126,3.68,2021-02-21 20:00:00
T01246,CUST0300,39.07,2021-02-21 21:00:00
T01247,CUST0025,109.99,2021-02-21 22:00:00
T01248,CUST0145,56.29,2021-02-21 23:00:00
T01249,CUST0013,14.36,2021-02-22 00:00:00
T01250,CUST0212,42.62,2021-02-22 01:00:00
T01251,CUST0025,143.44,2021-02-22 02:00:00
T01252,CUST0068,64.17,2021-02-22 03:00:00
T01253,CUST0394,58.47,2021-02-22 04:00:00
T01254,CUST0067,172.35,2021-02-22 05:00:00
T01255,CUST0233,80.19,2021-02-22 06:00:00
T01256,CUST0109,7.35,2021-02-22 07:00:00
T01257,CUST0146,21.36,2021-02-22 08:00:00
T01258,CUST0111,167.82,2021-02-22 09:00:00
T01259,CUST0228,33.64,2021-02-22 10:00:00
T01260,CUST0111,5.92,2021-02-22 11:00:00
T01261,CUST0470,30.68,2021-02-22 12:00:00
T01262,CUST0034,59.7,2021-02-22 13:00:00
T01263,CUST0111,300.55,2021-02-22 14:00:00
T01264,CUST0264,19.57,2021-02-22 15:00:00
T01265,CUST0424,36.09,2021-02-22 16:00:00
T01266,CUST0369,105.88,2021-02-22 17:00:00
T01267,CUST0236,21.95,2021-02-22 18:00:00
T01268,CUST0083,5.79,2021-02-22 19:00:00
T01269,CUST0042,148.73,2021-02-22 20:00:00
T01270,CUST0425,33.51,2021-02-22 21:00:00
T01271,CUST0101,34.94,2021-02-22 22:00:00
T01272,CUST0006,48.54,2021-02-22 23:00:00
T01273,CUST0180,0.18,2021-02-23 00:00:00
T01274,CUST0282,133.78,2021-02-23 01:00:00
T01275,CUST0320,22.43,2021-02-23 02:00:00
T01276,CUST0226,25.29,2021-02-23 03:00:00
T01277,CUST0443,9.56,2021-02-23 04:00:00
T01278,CUST0440,23.75,2021-02-23 05:00:00
T01279,CUST0315,81.47,2021-02-23 06:00:00
T01280,CUST0365,80.47,2021-02-23 07:00:00
T01281,CUST0454,137.29,2021-02-23 08:00:00
T01282,CUST0229,25.81,2021-02-23 09:00:00
T01283,CUST0377,61.67,2021-02-23 10:00:00
T01284,CUST0289,35.39,2021-02-23 11:00:00
T01285,CUST0437,81.49,2021-02-23 12:00:00
T01286,CUST0150,62.33,2021-02-23 13:00:00
T01287,CUST0277,22.94,2021-02-23 14:00:00
T01288,CUST0198,20.52,2021-02-23 15:00:00
T01289,CUST0070,14.55,2021-02-23 16:00:00
T01290,CUST0112,42.96,2021-02-23 17:00:00
T01291,CUST0004,165.99,2021-02-23 18:00:00
T01292,CUST0350,11.16,2021-02-23 19:00:00
T01293,CUST0331,5.0,2021-02-23 20:00:00
T01294,CUST0446,6.36,2021-02-23 21:00:00
T01295,CUST0318,76.42,2021-02-23 22:00:00
T01296,CUST0350,21.55,2021-02-23 23:00:00
T01297,CUST0095,12.7,2021-02-24 00:00:00
T01298,CUST0152,21.76,2021-02-24 01:00:00
T01299,CUST0311,51.83,2021-02-24 02:00:00
T01300,CUST0137,39.57,2021-02-24 03:00:00
T01301,CUST0247,68.05,2021-02-24 04:00:00
T01302,CUST0387,20.71,2021-02-24 05:00:00
T01303,CUST0243,30.08,2021-02-24 06:00:00
T01304,CUST0031,5.38,2021-02-24 07:00:00
T01305,CUST0040,3.79,2021-02-24 08:00:00
T01306,CUST0229,31.02,2021-02-24 09:00:00
T01307,CUST0036,17.95,2021-02-24 10:00:00
T01308,CUST0408,47.44,2021-02-24 11:00:00
T01309,CUST0223,2.2,2021-02-24 12:00:00
T01310,CUST0006,6.49,2021-02-24 13:00:00
T01311,CUST0322,100.19,2021-02-24 14:00:00
T01312,CUST0468,41.77,2021-02-24 15:00:00
T01313,CUST0220,62.25,2021-02-24 16:00:00
T01314,CUST0075,92.25,2021-02-24 17:00:00
T01315,CUST0004,31.17,2021-02-24 18:00:00
T01316,CUST0335,71.58,2021-02-24 19:00:00
T01317,CUST0134,37.18,2021-02-24 20:00:00
T01318,CUST0118,12.6,2021-02-24 21:00:00
T01319,CUST0369,20.6,2021-02-24 22:00:00
T01320,CUST0094,33.7,2021-02-24 23:00:00
T01321,CUST0486,19.05,2021-02-25 00:00:00
T01322,CUST0435,20.44,2021-02-25 01:00:00
T01323,CUST0062,20.58,2021-02-25 02:00:00
T01324,CUST0441,6.55,2021-02-25 03:00:00
T01325,CUST0194,4.42,2021-02-25 04:00:00
T01326,CUST0335,2.38,2021-02-25 05:00:00
T01327,CUST0203,5.88,2021-02-25 06:00:00
T01328,CUST0392,21.06,2021-02-25 07:00:00
T01329,CUST0026,45.05,2021-02-25 08:00:00
T01330,CUST0435,10.42,2021-02-25 09:00:00
T01331,CUST0173,109.47,2021-02-25 10:00:00
T01332,CUST0300,82.61,2021-02-25 11:00:00
T01333,CUST0133,36.75,2021-02-25 12:00:00
T01334,CUST0326,64.41,2021-02-25 13:00:00
T01335,CUST0410,22.81,2021-02-25 14:00:00
T01336,CUST0118,1.87,2021-02-25 15:00:00
T01337,CUST0324,117.34,2021-02-25 16:00:00
T01338,CUST0275,6.84,2021-02-25 17:00:00
T01339,CUST0212,147.77,2021-02-25 18:00:00
T01340,CUST0225,42.42,2021-02-25 19:00:00
T01341,CUST0020,18.23,2021-02-25 20:00:00
T01342,CUST0113,34.21,2021-02-25 21:00:00
T01343,CUST0140,34.82,2021-02-25 22:00:00
T01344,CUST0047,1.18,2021-02-25 23:00:00
T01345,CUST0001,21.96,2021-02-26 00:00:00
T01346,CUST0090,67.33,2021-02-26 01:00:00
T01347,CUST0142,35.67,2021-02-26 02:00:00
T01348,CUST0320,14.0,2021-02-26 03:00:00
T01349,CUST0038,20.41,2021-02-26 04:00:00
T01350,CUST0293,99.41,2021-02-26 05:00:00
T01351,CUST0382,37.28,2021-02-26 06:00:00
T01352,CUST0139,37.58,2021-02-26 07:00:00
T01353,CUST0356,162.81,2021-02-26 08:00:00
T01354,CUST0333,19.35,2021-02-26 09:00:00
T01355,CUST0491,32.65,2021-02-26 10:00:00
T01356,CUST0259,83.49,2021-02-26 11:00:00
T01357,CUST0161,71.13,2021-02-26 12:00:00
T01358,CUST0390,15.45,2021-02-26 13:00:00
T01359,CUST0178,8.19,2021-02-26 14:00:00
T01360,CUST0010,60.32,2021-02-26 15:00:00
T01361,CUST0261,14.9,2021-02-26 16:00:00
T01362,CUST0407,127.99,2021-02-26 17:00:00
T01363,CUST0138,6.92,2021-02-26 18:00:00
T01364,CUST0172,19.16,2021-02-26 19:00:00
T01365,CUST0386,2.82,2021-02-26 20:00:00
T01366,CUST0013,60.75,2021-02-26 21:00:00
T01367,CUST0168,110.94,2021-02-26 22:00:00
T01368,CUST0130,50.51,2021-02-26 23:00:00
T01369,CUST0084,138.83,2021-02-27 00:00:00
T01370,CUST0321,6.88,2021-02-27 01:00:00
T01371,CUST0319,4.59,2021-02-27 02:00:00
T01372,CUST0101,91.14,2021-02-27 03:00:00
T01373,CUST0329,96.73,2021-02-27 04:00:00
T01374,CUST0273,88.9,2021-02-27 05:00:00
T01375,CUST0265,80.21,2021-02-27 06:00:00
T01376,CUST0459,22.49,2021-02-27 07:00:00
T01377,CUST0399,12.26,2021-02-27 08:00:00
T01378,CUST0408,132.12,2021-02-27 09:00:00
T01379,CUST0038,18.34,2021-02-27 10:00:00
T01380,CUST0419,25.41,2021-02-27 11:00:00
T01381,CUST0094,60.13,2021-02-27 12:00:00
T01382,CUST0095,17.36,2021-02-27 13:00:00
T01383,CUST0305,85.5,2021-02-27 14:00:00
T01384,CUST0069,3.63,2021-02-27 15:00:00
T01385,CUST0318,78.31,2021-02-27 16:00:00
T01386,CUST0444,46.05,2021-02-27 17:00:00
T01387,CUST0236,42.55,2021-02-27 18:00:00
T01388,CUST0434,30.66,2021-02-27 19:00:00
T01389,CUST0334,16.22,2021-02-27 20:00:00
T01390,CUST0373,31.19,2021-02-27 21:00:00
T01391,CUST0376,29.89,2021-02-27 22:00:00
T01392,CUST0459,43.82,2021-02-27 23:00:00
T01393,CUST0137,16.53,2021-02-28 00:00:00
T01394,CUST0418,4.04,2021-02-28 01:00:00
T01395,CUST0076,7.84,2021-02-28 02:00:00
T01396,CUST0483,60.06,2021-02-28 03:00:00
T01397,CUST0035,1.14,2021-02-28 04:00:00
T01398,CUST0001,97.05,2021-02-28 05:00:00
T01399,CUST0296,59.27,2021-02-28 06:00:00
T01400,CUST0320,73.07,2021-02-28 07:00:00
T01401,CUST0406,90.39,2021-02-28 08:00:00
T01402,CUST0060,6.55,2021-02-28 09:00:00
T01403,CUST0320,86.43,2021-02-28 10:00:00
T01404,CUST0349,35.12,2021-02-28 11:00:00
T01405,CUST0328,108.37,2021-02-28 12:00:00
T01406,CUST0267,108.84,2021-02-28 13:00:00
T01407,CUST0361,1.22,2021-02-28 14:00:00
T01408,CUST0229,24.13,2021-02-28 15:00:00
T01409,CUST0270,37.37,2021-02-28 16:00:00
T01410,CUST0316,56.72,2021-02-28 17:00:00
T01411,CUST0286,16.86,2021-02-28 18:00:00
T01412,CUST0291,14.53,2021-02-28 19:00:00
T01413,CUST0213,24.0,2021-02-28 20:00:00
T01414,CUST0165,34.75,2021-02-28 21:00:00
T01415,CUST0005,150.95,2021-02-28 22:00:00
T01416,CUST0339,71.8,2021-02-28 23:00:00
T01417,CUST0379,28.05,2021-03-01 00:00:00
T01418,CUST0078,2.79,2021-03-01 01:00:00
T01419,CUST0410,9.23,2021-03-01 02:00:00
T01420,CUST0062,30.43,2021-03-01 03:00:00
T01421,CUST0132,84.05,2021-03-01 04:00:00
T01422,CUST0089,23.96,2021-03-01 05:00:00
T01423,CUST0237,38.66,2021-03-01 06:00:00
T01424,CUST0042,111.19,2021-03-01 07:00:00
T01425,CUST0089,122.55,2021-03-01 08:00:00
T01426,CUST0402,12.15,2021-03-01 09:00:00
T01427,CUST0296,2.23,2021-03-01 10:00:00
T01428,CUST0328,18.22,2021-03-01 11:00:00
T01429,CUST0295,59.5,2021-03-01 12:00:00
T01430,CUST0104,150.91,2021-03-01 13:00:00
T01431,CUST0014,4.01,2021-03-01 14:00:00
T01432,CUST0288,1.44,2021-03-01 15:00:00
T01433,CUST0179,107.77,2021-03-01 16:00:00
T01434,CUST0125,68.95,2021-03-01 17:00:00
T01435,CUST0422,242.99,2021-03-01 18:00:00
T01436,CUST0353,25.27,2021-03-01 19:00:00
T01437,CUST0023,26.9,2021-03-01 20:00:00
T01438,CUST0063,9.46,2021-03-01 21:00:00
T01439,CUST0143,6.16,2021-03-01 22:00:00
T01440,CUST0481,43.22,2021-03-01 23:00:00
T01441,CUST0153,22.65,2021-03-02 00:00:00
T01442,CUST0145,4.19,2021-03-02 01:00:00
T01443,CUST0225,109.01,2021-03-02 02:00:00
T01444,CUST0495,11.05,2021-03-02 03:00:00
T01445,CUST0450,69.03,2021-03-02 04:00:00
T01446,CUST0462,16.58,2021-03-02 05:00:00
T01447,CUST0309,83.81,2021-03-02 06:00:00
T01448,CUST0104,6.3,2021-03-02 07:00:00
T01449,CUST0104,70.54,2021-03-02 08:00:00
T01450,CUST0435,5.16,2021-03-02 09:00:00
T01451,CUST0039,29.61,2021-03-02 10:00:00
T01452,CUST0435,66.21,2021-03-02 11:00:00
T01453,CUST0198,9.51,2021-03-02 12:00:00
T01454,CUST0134,16.82,2021-03-02 13:00:00
T01455,CUST0067,100.04,2021-03-02 14:00:00
T01456,CUST0391,108.19,2021-03-02 15:00:00
T01457,CUST0179,2.3,2021-03-02 16:00:00
T01458,CUST0456,9.2,2021-03-02 17:00:00
T01459,CUST0042,6.25,2021-03-02 18:00:00
T01460,CUST0448,9.9,2021-03-02 19:00:00
T01461,CUST0500,175.64,2021-03-02 20:00:00
T01462,CUST0015,40.11,2021-03-02 21:00:00
T01463,CUST0111,31.57,2021-03-02 22:00:00
T01464,CUST0157,208.24,2021-03-02 23:00:00
T01465,CUST0289,40.7,2021-03-03 00:00:00
T01466,CUST0500,54.11,2021-03-03 01:00:00
T01467,CUST0478,20.23,2021-03-03 02:00:00
T01468,CUST0231,24.07,2021-03-03 03:00:00
T01469,CUST0411,45.12,2021-03-03 04:00:00
T01470,CUST0420,3.62,2021-03-03 05:00:00
T01471,CUST0157,14.78,2021-03-03 06:00:00
T01472,CUST0038,10.96,2021-03-03 07:00:00
T01473,CUST0441,0.8,2021-03-03 08:00:00
T01474,CUST0097,38.49,2021-03-03 09:00:00
T01475,CUST0485,41.17,2021-03-03 10:00:00
T01476,CUST0411,24.22,2021-03-03 11:00:00
T01477,CUST0439,15.65,2021-03-03 12:00:00
T01478,CUST0289,52.79,2021-03-03 13:00:00
T01479,CUST0254,7.23,2021-03-03 14:00:00
T01480,CUST0196,36.55,2021-03-03 15:00:00
T01481,CUST0086,73.07,2021-03-03 16:00:00
T01482,CUST0322,8.97,2021-03-03 17:00:00
T01483,CUST0010,69.97,2021-03-03 18:00:00
T01484,CUST0005,71.52,2021-03-03 19:00:00
T01485,CUST0123,3.09,2021-03-03 20:00:00
T01486,CUST0330,0.95,2021-03-03 21:00:00
T01487,CUST0353,182.36,2021-03-03 22:00:00
T01488,CUST0118,10.75,2021-03-03 23:00:00
T01489,CUST0294,86.34,2021-03-04 00:00:00
T01490,CUST0397,41.26,2021-03-04 01:00:00
T01491,CUST0159,15.36,2021-03-04 02:00:00
T01492,CUST0303,6.96,2021-03-04 03:00:00
T01493,CUST0228,34.33,2021-03-04 04:00:00
T01494,CUST0365,26.16,2021-03-04 05:00:00
T01495,CUST0216,60.01,2021-03-04 06:00:00
T01496,CUST0436,117.26,2021-03-04 07:00:00
T01497,CUST0184,81.8,2021-03-04 08:00:00
T01498,CUST0015,16.04,2021-03-04 09:00:00
T01499,CUST0157,105.57,2021-03-04 10:00:00
T01500,CUST0136,89.61,2021-03-04 11:00:00
T01501,CUST0261,132.35,2021-03-04 12:00:00
T01502,CUST0157,30.69,2021-03-04 13:00:00
T01503,CUST0047,73.18,2021-03-04 14:00:00
T01504,CUST0324,44.78,2021-03-04 15:00:00
T01505,CUST0332,18.59,2021-03-04 16:00:00
T01506,CUST0173,259.53,2021-03-04 17:00:00
T01507,CUST0130,1.95,2021-03-04 18:00:00
T01508,CUST0411,8.85,2021-03-04 19:00:00
T01509,CUST0095,111.53,2021-03-04 20:00:00
T01510,CUST0115,3.12,2021-03-04 21:00:00
T01511,CUST0243,108.94,2021-03-04 22:00:00
T01512,CUST0420,62.8,2021-03-04 23:00:00
T01513,CUST0292,1.87,2021-03-05 00:00:00
T01514,CUST0282,28.05,2021-03-05 01:00:00
T01515,CUST0299,70.22,2021-03-05 02:00:00
T01516,CUST0283,43.75,2021-03-05 03:00:00
T01517,CUST0069,137.34,2021-03-05 04:00:00
T01518,CUST0148,101.11,2021-03-05 05:00:00
T01519,CUST0011,20.22,2021-03-05 06:00:00
T01520,CUST0254,4.42,2021-03-05 07:00:00
T01521,CUST0330,144.35,2021-03-05 08:00:00
T01522,CUST0360,36.42,2021-03-05 09:00:00
T01523,CUST0038,3.87,2021-03-05 10:00:00
T01524,CUST0134,84.8,2021-03-05 11:00:00
T01525,CUST0200,101.44,2021-03-05 12:00:00
T01526,CUST0023,51.0,2021-03-05 13:00:00
T01527,CUST0303,29.67,2021-03-05 14:00:00
T01528,CUST0346,54.26,2021-03-05 15:00:00
T01529,CUST0302,61.33,2021-03-05 16:00:00
T01530,CUST0363,111.76,2021-03-05 17:00:00
T01531,CUST0396,156.02,2021-03-05 18:00:00
T01532,CUST0218,36.11,2021-03-05 19:00:00
T01533,CUST0141,80.1,2021-03-05 20:00:00
T01534,CUST0104,166.92,2021-03-05 21:00:00
T01535,CUST0446,8.2,2021-03-05 22:00:00
T01536,CUST0210,0.92,2021-03-05 23:00:00
T01537,CUST0473,101.61,2021-03-06 00:00:00
T01538,CUST0481,10.86,2021-03-06 01:00:00
T01539,CUST0111,2.17,2021-03-06 02:00:00
T01540,CUST0104,8.72,2021-03-06 03:00:00
T01541,CUST0316,24.23,2021-03-06 04:00:00
T01542,CUST0171,12.38,2021-03-06 05:00:00
T01543,CUST0460,18.21,2021-03-06 06:00:00
T01544,CUST0492,185.04,2021-03-06 07:00:00
T01545,CUST0356,60.94,2021-03-06 08:00:00
T01546,CUST0496,62.27,2021-03-06 09:00:00
T01547,CUST0324,4.97,2021-03-06 10:00:00
T01548,CUST0133,65.86,2021-03-06 11:00:00
T01549,CUST0376,67.23,2021-03-06 12:00:00
T01550,CUST0293,53.9,2021-03-06 13:00:00
T01551,CUST0328,12.97,2021-03-06 14:00:00
T01552,CUST0127,27.5,2021-03-06 15:00:00
T01553,CUST0106,93.63,2021-03-06 16:00:00
T01554,CUST0497,55.46,2021-03-06 17:00:00
T01555,CUST0092,65.98,2021-03-06 18:00:00
T01556,CUST0287,44.26,2021-03-06 19:00:00
T01557,CUST0378,29.85,2021-03-06 20:00:00
T01558,CUST0393,71.16,2021-03-06 21:00:00
T01559,CUST0051,3.52,2021-03-06 22:00:00
T01560,CUST0029,55.91,2021-03-06 23:00:00
T01561,CUST0462,293.99,2021-03-07 00:00:00
T01562,CUST0296,75.75,2021-03-07 01:00:00
T01563,CUST0297,17.16,2021-03-07 02:00:00
T01564,CUST0214,16.27,2021-03-07 03:00:00
T01565,CUST0267,55.01,2021-03-07 04:00:00
T01566,CUST0407,113.1,2021-03-07 05:00:00
T01567,CUST0257,43.13,2021-03-07 06:00:00
T01568,CUST0302,37.48,2021-03-07 07:00:00
T01569,CUST0101,8.74,2021-03-07 08:00:00
T01570,CUST0405,62.84,2021-03-07 09:00:00
T01571,CUST0346,60.58,2021-03-07 10:00:00
T01572,CUST0110,170.49,2021-03-07 11:00:00
T01573,CUST0420,17.85,2021-03-07 12:00:00
T01574,CUST0182,70.62,2021-03-07 13:00:00
T01575,CUST0471,28.46,2021-03-07 14:00:00
T01576,CUST0313,40.88,2021-03-07 15:00:00
T01577,CUST0001,84.76,2021-03-07 16:00:00
T01578,CUST0319,12.55,2021-03-07 17:00:00
T01579,CUST0438,20.99,2021-03-07 18:00:00
T01580,CUST0055,74.21,2021-03-07 19:00:00
T01581,CUST0371,42.25,2021-03-07 20:00:00
T01582,CUST0424,4.85,2021-03-07 21:00:00
T01583,CUST0399,28.12,2021-03-07 22:00:00
T01584,CUST0149,44.17,2021-03-07 23:00:00
T01585,CUST0431,120.13,2021-03-08 00:00:00
T01586,CUST0457,10.44,2021-03-08 01:00:00
T01587,CUST0309,81.98,2021-03-08 02:00:00
T01588,CUST0137,7.0,2021-03-08 03:00:00
T01589,CUST0202,13.87,2021-03-08 04:00:00
T01590,CUST0436,13.94,2021-03-08 05:00:00
T01591,CUST0313,104.97,2021-03-08 06:00:00
T01592,CUST0117,11.1,2021-03-08 07:00:00
T01593,CUST0154,77.31,2021-03-08 08:00:00
T01594,CUST0425,30.98,2021-03-08 09:00:00
T01595,CUST0291,350.15,2021-03-08 10:00:00
T01596,CUST0063,91.35,2021-03-08 11:00:00
T01597,CUST0244,67.3,2021-03-08 12:00:00
T01598,CUST0025,102.29,2021-03-08 13:00:00
T01599,CUST0090,50.26,2021-03-08 14:00:00
T01600,CUST0075,92.78,2021-03-08 15:00:00
T01601,CUST0294,15.13,2021-03-08 16:00:00
T01602,CUST0386,5.14,2021-03-08 17:00:00
T01603,CUST0391,47.85,2021-03-08 18:00:00
T01604,CUST0210,28.52,2021-03-08 19:00:00
T01605,CUST0475,27.79,2021-03-08 20:00:00
T01606,CUST0418,37.41,2021-03-08 21:00:00
T01607,CUST0347,22.42,2021-03-08 22:00:00
T01608,CUST0017,49.18,2021-03-08 23:00:00
T01609,CUST0128,1.55,2021-03-09 00:00:00
T01610,CUST0427,175.15,2021-03-09 01:00:00
T01611,CUST0443,129.32,2021-03-09 02:00:00
T01612,CUST0364,136.88,2021-03-09 03:00:00
T01613,CUST0251,22.71,2021-03-09 04:00:00
T01614,CUST0179,37.95,2021-03-09 05:00:00
T01615,CUST0182,154.1,2021-03-09 06:00:00
T01616,CUST0152,116.32,2021-03-09 07:00:00
T01617,CUST0025,78.09,2021-03-09 08:00:00
T01618,CUST0455,26.16,2021-03-09 09:00:00
T01619,CUST0180,41.54,2021-03-09 10:00:00
T01620,CUST0198,78.73,2021-03-09 11:00:00
T01621,CUST0344,15.94,2021-03-09 12:00:00
T01622,CUST0161,49.24,2021-03-09 13:00:00
T01623,CUST0177,87.99,2021-03-09 14:00:00
T01624,CUST0285,61.46,2021-03-09 15:00:00
T01625,CUST0063,32.65,2021-03-09 16:00:00
T01626,CUST0491,43.93,2021-03-09 17:00:00
T01627,CUST0150,224.04,2021-03-09 18:00:00
T01628,CUST0154,46.06,2021-03-09 19:00:00
T01629,CUST0156,77.0,2021-03-09 20:00:00
T01630,CUST0370,64.84,2021-03-09 21:00:00
T01631,CUST0469,60.45,2021-03-09 22:00:00
T01632,CUST0049,63.0,2021-03-09 23:00:00
T01633,CUST0455,30.29,2021-03-10 00:00:00
T01634,CUST0337,32.14,2021-03-10 01:00:00
T01635,CUST0084,31.54,2021-03-10 02:00:00
T01636,CUST0361,1.69,2021-03-10 03:00:00
T01637,CUST0177,13.79,2021-03-10 04:00:00
T01638,CUST0148,8.4,2021-03-10 05:00:00
T01639,CUST0118,108.77,2021-03-10 06:00:00
T01640,CUST0342,16.08,2021-03-10 07:00:00
T01641,CUST0476,7.45,2021-03-10 08:00:00
T01642,CUST0063,6.38,2021-03-10 09:00:00
T01643,CUST0189,60.2,2021-03-10 10:00:00
T01644,CUST0360,0.31,2021-03-10 11:00:00
T01645,CUST0049,31.87,2021-03-10 12:00:00
T01646,CUST0327,6.33,2021-03-10 13:00:00
T01647,CUST0257,94.74,2021-03-10 14:00:00
T01648,CUST0224,159.04,2021-03-10 15:00:00
T01649,CUST0141,159.41,2021-03-10 16:00:00
T01650,CUST0478,29.17,2021-03-10 17:00:00
T01651,CUST0215,51.71,2021-03-10 18:00:00
T01652,CUST0435,45.78,2021-03-10 19:00:00
T01653,CUST0379,21.54,2021-03-10 20:00:00
T01654,CUST0440,29.36,2021-03-10 21:00:00
T01655,CUST0211,3.32,2021-03-10 22:00:00
T01656,CUST0318,79.41,2021-03-10 23:00:00
T01657,CUST0032,13.77,2021-03-11 00:00:00
T01658,CUST0158,30.86,2021-03-11 01:00:00
T01659,CUST0285,32.76,2021-03-11 02:00:00
T01660,CUST0305,41.13,2021-03-11 03:00:00
T01661,CUST0429,85.15,2021-03-11 04:00:00
T01662,CUST0477,58.86,2021-03-11 05:00:00
T01663,CUST0286,54.39,2021-03-11 06:00:00
T01664,CUST0144,37.41,2021-03-11 07:00:00
T01665,CUST0424,5.04,2021-03-11 08:00:00
T01666,CUST0019,25.71,2021-03-11 09:00:00
T01667,CUST0018,157.7,2021-03-11 10:00:00
T01668,CUST0257,270.72,2021-03-11 11:00:00
T01669,CUST0078,65.56,2021-03-11 12:00:00
T01670,CUST0371,12.91,2021-03-11 13:00:00
T01671,CUST0175,5.37,2021-03-11 14:00:00
T01672,CUST0498,26.79,2021-03-11 15:00:00
T01673,CUST0194,97.1,2021-03-11 16:00:00
T01674,CUST0476,63.98,2021-03-11 17:00:00
T01675,CUST0113,107.66,2021-03-11 18:00:00
T01676,CUST0114,47.83,2021-03-11 19:00:00
T01677,CUST0222,6.98,2021-03-11 20:00:00
T01678,CUST0166,6.1,2021-03-11 21:00:00
T01679,CUST0435,2.46,2021-03-11 22:00:00
T01680,CUST0319,41.86,2021-03-11 23:00:00
T01681,CUST0132,13.91,2021-03-12 00:00:00
T01682,CUST0385,66.29,2021-03-12 01:00:00
T01683,CUST0264,57.96,2021-03-12 02:00:00
T01684,CUST0413,19.14,2021-03-12 03:00:00
T01685,CUST0055,9.73,2021-03-12 04:00:00
T01686,CUST0359,5.4,2021-03-12 05:00:00
T01687,CUST0131,66.84,2021-03-12 06:00:00
T01688,CUST0288,29.93,2021-03-12 07:00:00
T01689,CUST0266,19.54,2021-03-12 08:00:00
T01690,CUST0458,97.12,2021-03-12 09:00:00
T01691,CUST0467,45.02,2021-03-12 10:00:00
T01692,CUST0366,36.49,2021-03-12 11:00:00
T01693,CUST0162,68.01,2021-03-12 12:00:00
T01694,CUST0380,84.53,2021-03-12 13:00:00
T01695,CUST0481,57.93,2021-03-12 14:00:00
T01696,CUST0087,28.99,2021-03-12 15:00:00
T01697,CUST0055,23.85,2021-03-12 16:00:00
T01698,CUST0476,73.85,2021-03-12 17:00:00
T01699,CUST0288,36.48,2021-03-12 18:00:00
T01700,CUST0178,60.94,2021-03-12 19:00:00
T01701,CUST0391,110.55,2021-03-12 20:00:00
T01702,CUST0349,123.78,2021-03-12 21:00:00
T01703,CUST0008,16.27,2021-03-12 22:00:00
T01704,CUST0321,10.41,2021-03-12 23:00:00
T01705,CUST0313,15.14,2021-03-13 00:00:00
T01706,CUST0247,69.59,2021-03-13 01:00:00
T01707,CUST0323,23.11,2021-03-13 02:00:00
T01708,CUST0472,9.52,2021-03-13 03:00:00
T01709,CUST0471,5.18,2021-03-13 04:00:00
T01710,CUST0443,19.82,2021-03-13 05:00:00
T01711,CUST0255,7.32,2021-03-13 06:00:00
T01712,CUST0328,8.5,2021-03-13 07:00:00
T01713,CUST0054,57.58,2021-03-13 08:00:00
T01714,CUST0249,1.0,2021-03-13 09:00:00
T01715,CUST0239,6.25,2021-03-13 10:00:00
T01716,CUST0229,93.01,2021-03-13 11:00:00
T01717,CUST0067,93.19,2021-03-13 12:00:00
T01718,CUST0051,19.97,2021-03-13 13:00:00
T01719,CUST0097,4.6,2021-03-13 14:00:00
T01720,CUST0092,61.03,2021-03-13 15:00:00
T01721,CUST0495,22.32,2021-03-13 16:00:00
T01722,CUST0264,2.33,2021-03-13 17:00:00
T01723,CUST0418,8.59,2021-03-13 18:00:00
T01724,CUST0291,7.38,2021-03-13 19:00:00
T01725,CUST0096,44.47,2021-03-13 20:00:00
